90V/20A/85W	10	20	30	40	50	60	70	80	90	100
1.31E-05	0.4644032	0.4375593	0.4104081	0.3831126	0.3557318	0.3282775	0.3007727	0.2730367	0.2455523	0.2177756
1.47E-05	0.4672499	0.4405021	0.4134462	0.3862521	0.3589667	0.3316125	0.3042014	0.2765647	0.2491702	0.2214991
1.65E-05	0.4701021	0.443451	0.4164962	0.3893962	0.3622085	0.3349512	0.3076375	0.2800983	0.2527925	0.2252257
1.86E-05	0.4729487	0.4463924	0.4195301	0.3925303	0.3654406	0.3382812	0.3110647	0.2836223	0.2564114	0.2289394
2.09E-05	0.475796	0.4493352	0.4225736	0.3956685	0.3686733	0.3416137	0.3144917	0.2871473	0.2600327	0.2326558
2.34E-05	0.4786439	0.4522811	0.4256178	0.3988093	0.3719129	0.3449488	0.3179237	0.2906758	0.2636597	0.2363766
2.63E-05	0.4814925	0.4552242	0.4286591	0.4019473	0.3751462	0.3482811	0.32135	0.2941999	0.2672743	0.240094
2.96E-05	0.4843357	0.4581622	0.4316935	0.4050814	0.3783758	0.3516099	0.3247758	0.2977224	0.270895	0.2438061
3.32E-05	0.4871843	0.4611087	0.4347403	0.4082212	0.3816142	0.3549435	0.3282068	0.3012495	0.2745217	0.247525
3.73E-05	0.490031	0.4640499	0.4377792	0.4113581	0.3848474	0.3582745	0.3316346	0.304774	0.2781408	0.2512363
4.19E-05	0.4928787	0.4669957	0.4408236	0.4144981	0.3880836	0.3616094	0.3350666	0.3083014	0.2817687	0.2549566
4.70E-05	0.4957265	0.469939	0.4438649	0.417636	0.3913185	0.3649418	0.338496	0.3118286	0.2853928	0.2586727
5.28E-05	0.4985738	0.4728821	0.4469044	0.4207728	0.394552	0.3682719	0.3419228	0.3153522	0.2890137	0.2623861
5.93E-05	0.50142	0.4758252	0.4499452	0.4239111	0.3977868	0.3715999	0.345352	0.3188787	0.292634	0.2661043
6.66E-05	0.5042709	0.4787716	0.4529879	0.427052	0.4010248	0.3749394	0.348783	0.3224081	0.2962624	0.2698235
7.48E-05	0.5071203	0.4817152	0.4560305	0.430191	0.4042606	0.3782727	0.3522121	0.3259359	0.2998911	0.273542
8.40E-05	0.5099666	0.4846588	0.4590711	0.4333289	0.4074966	0.3816054	0.3556405	0.3294629	0.3035147	0.2772545
9.44E-05	0.5128174	0.4876061	0.4621134	0.4364699	0.4107342	0.3849402	0.3590724	0.332994	0.3071419	0.2809837
0.000106012	0.5156695	0.4905513	0.4651557	0.4396108	0.4139721	0.388277	0.3625045	0.336527	0.3107599	0.2847066
0.000119	0.5185072	0.4934845	0.4681842	0.4427379	0.4171941	0.391597	0.3659208	0.3400423	0.3143724	0.2884128
0.000133696	0.5213674	0.4964397	0.4712405	0.4458878	0.4204409	0.3949432	0.3693633	0.3435835	0.3180101	0.2921442
0.000150159	0.524222	0.4993882	0.4742867	0.4490308	0.4236822	0.3982804	0.3727959	0.347116	0.3216349	0.2958668
0.000168608	0.5270692	0.502332	0.4773262	0.4521686	0.4269148	0.4016125	0.3762239	0.3506423	0.3252589	0.2995885
0.00018936	0.5299237	0.5052817	0.4803729	0.4553115	0.4301559	0.4049515	0.3796553	0.3541747	0.3288866	0.3033125
0.000212709	0.5327851	0.5082382	0.4834236	0.4584611	0.4334032	0.4082956	0.3830953	0.357713	0.3325223	0.307049
0.000238872	0.5356385	0.5111881	0.4864705	0.4616053	0.4366439	0.4116339	0.3865298	0.3612474	0.3361517	0.310775
0.00026827	0.5385001	0.5141414	0.4895206	0.4647524	0.4398868	0.4149749	0.3899671	0.3647834	0.3397825	0.3145028
0.000301317	0.5413646	0.5170996	0.4925749	0.4679044	0.4431365	0.4183211	0.3934093	0.3683248	0.3434185	0.3182365
0.000338417	0.5442295	0.5200586	0.4956299	0.4710546	0.4463868	0.4216675	0.3968511	0.3718664	0.3470535	0.3219713
0.000380073	0.5470966	0.5230197	0.4986869	0.4742079	0.4496369	0.4250137	0.4002947	0.3754078	0.3506921	0.3257036
0.000426887	0.5499693	0.5259841	0.5017474	0.477365	0.4528908	0.4283639	0.4037423	0.3789542	0.3543335	0.3294425
0.00047938	0.5528393	0.5289465	0.5048068	0.4805205	0.4561419	0.4317125	0.4071885	0.3824966	0.3579704	0.3331788
0.000538431	0.5557133	0.5319202	0.507874	0.4836832	0.4594023	0.4350693	0.4106418	0.3860466	0.3616177	0.3369226
0.00060469	0.558596	0.5348907	0.510942	0.486845	0.4626624	0.4384254	0.4140937	0.3895968	0.3652639	0.3406683
0.000679139	0.5614848	0.537869	0.514016	0.4900137	0.4659285	0.4417859	0.4175535	0.3931519	0.3689157	0.3444161
0.000762741	0.5643786	0.5408526	0.5170925	0.4931859	0.4691966	0.445151	0.4210148	0.3967092	0.3725687	0.3481667
0.000856657	0.5672768	0.5438405	0.5201743	0.4963628	0.4724715	0.44852	0.4244819	0.4002722	0.3762273	0.3519218
0.000962118	0.5701815	0.5468339	0.5232617	0.4995454	0.4757491	0.4518944	0.4279509	0.4038382	0.3798916	0.3556798
0.001080594	0.5730918	0.5498307	0.5263517	0.5027305	0.4790306	0.4552705	0.4314245	0.407407	0.3835595	0.3594405
0.001213568	0.5760111	0.5528369	0.5294505	0.5059236	0.4823186	0.4586544	0.434906	0.4109824	0.387234	0.3632096
0.001363124	0.5789445	0.5558542	0.5325617	0.5091287	0.4856198	0.4620506	0.4383984	0.4145702	0.3909184	0.3669904
0.001530482	0.5818794	0.5588722	0.5356697	0.5123296	0.4889162	0.4654421	0.4418853	0.4181529	0.3945979	0.3707642
0.001719006	0.5848336	0.5619091	0.5387982	0.5155503	0.4922315	0.468853	0.4453925	0.4217559	0.3982958	0.3745596
