100V/3A/40W	-14	1	14	33	47	62	76	90	102	117	131
0.00014678	0.631103516	0.596313477	0.561523438	0.521240234	0.488891602	0.452270508	0.418701172	0.385131836	0.354614258	0.319824219	0.291748047
0.000177828	0.635986328	0.601196289	0.567016602	0.525512695	0.494384766	0.458374023	0.424804688	0.391235352	0.360717773	0.326538086	0.298461914
0.000215443	0.640869141	0.60546875	0.571289063	0.531616211	0.499267578	0.464477539	0.430908203	0.397338867	0.366210938	0.332641602	0.305786133
0.000261016	0.64453125	0.610351563	0.576171875	0.535888672	0.504760742	0.469970703	0.437011719	0.404052734	0.372314453	0.339355469	0.3125
0.000316228	0.649414063	0.615234375	0.581054688	0.541992188	0.510253906	0.475463867	0.443115234	0.409545898	0.37902832	0.345458984	0.319213867
0.000383119	0.653686523	0.620117188	0.586547852	0.546875	0.516357422	0.481567383	0.448608398	0.415649414	0.385131836	0.3515625	0.326538086
0.000464159	0.657958984	0.624389648	0.590209961	0.552368164	0.521240234	0.487670898	0.454711914	0.422363281	0.391845703	0.358276367	0.333251953
0.000562341	0.662841797	0.629272461	0.595703125	0.557250977	0.525512695	0.492553711	0.46081543	0.428466797	0.397949219	0.364990234	0.33996582
0.000681292	0.667114258	0.634155273	0.600585938	0.562744141	0.531616211	0.498657227	0.466918945	0.434570313	0.404052734	0.37109375	0.346069336
0.000825404	0.671386719	0.638427734	0.604858398	0.567626953	0.536499023	0.504150391	0.471801758	0.439453125	0.41015625	0.377807617	0.352783203
0.001	0.67565918	0.642700195	0.609741211	0.573120117	0.542602539	0.509643555	0.477905273	0.446166992	0.416259766	0.384521484	0.35949707
0.001211528	0.680541992	0.648193359	0.614624023	0.57800293	0.547485352	0.51574707	0.483398438	0.451660156	0.422973633	0.391235352	0.366210938
0.001467799	0.684814453	0.651855469	0.619506836	0.583496094	0.553588867	0.521240234	0.490112305	0.458374023	0.429077148	0.397338867	0.372924805
0.001778279	0.689086914	0.656738281	0.623779297	0.588378906	0.55847168	0.526733398	0.495605469	0.464477539	0.435791016	0.404052734	0.380859375
0.002154435	0.692749023	0.662231445	0.629272461	0.594482422	0.563964844	0.531616211	0.501708984	0.469970703	0.44128418	0.410766602	0.387573242
0.002610157	0.696411133	0.666503906	0.633544922	0.598754883	0.569458008	0.537109375	0.5078125	0.47668457	0.447998047	0.417480469	0.394287109
0.003162278	0.701293945	0.671386719	0.638427734	0.604248047	0.574951172	0.543212891	0.513916016	0.482788086	0.454711914	0.424194336	0.401000977
0.003831187	0.704956055	0.67565918	0.643310547	0.609741211	0.580444336	0.548706055	0.518798828	0.488891602	0.460205078	0.430297852	0.407714844
0.004641589	0.709838867	0.681152344	0.648803711	0.614624023	0.585327148	0.55480957	0.524291992	0.494995117	0.467529297	0.437011719	0.415039063
0.005623413	0.71472168	0.684814453	0.653686523	0.620117188	0.590820313	0.560913086	0.531005859	0.501708984	0.473632813	0.443725586	0.42175293
0.006812921	0.718994141	0.689697266	0.657958984	0.625	0.596923828	0.56640625	0.536499023	0.5078125	0.479125977	0.449829102	0.428466797
0.008254042	0.723266602	0.693969727	0.662841797	0.630493164	0.602416992	0.571899414	0.542602539	0.513916016	0.485839844	0.45715332	0.435791016
0.01	0.728149414	0.698242188	0.668334961	0.635986328	0.607910156	0.57800293	0.548706055	0.520019531	0.491943359	0.463867188	0.442504883
0.012115277	0.733032227	0.703125	0.673217773	0.641479492	0.61340332	0.584106445	0.555419922	0.525512695	0.498657227	0.470581055	0.449829102
0.014677993	0.737304688	0.708007813	0.677490234	0.647583008	0.619506836	0.589599609	0.561523438	0.532226563	0.504760742	0.477294922	0.45715332
0.017782794	0.741577148	0.713500977	0.682983398	0.653076172	0.624389648	0.596313477	0.567626953	0.538330078	0.512084961	0.484008789	0.464477539
0.021544347	0.747070313	0.717773438	0.687866211	0.658569336	0.630493164	0.602416992	0.57434082	0.545043945	0.518188477	0.491333008	0.471801758
0.026101572	0.751342773	0.723876953	0.69152832	0.6640625	0.63659668	0.608520508	0.580444336	0.551757813	0.524291992	0.498046875	0.48034668
0.031622777	0.756225586	0.728759766	0.696411133	0.670166016	0.642089844	0.614624023	0.587158203	0.557861328	0.531005859	0.505371094	0.487670898
0.038311868	0.761108398	0.73425293	0.701904297	0.676269531	0.648193359	0.620727539	0.59387207	0.565185547	0.538330078	0.513305664	0.495605469
0.046415888	0.766601563	0.739746094	0.707397461	0.682373047	0.654296875	0.628051758	0.600585938	0.571899414	0.545043945	0.520019531	0.502929688
0.056234133	0.772094727	0.745849609	0.713500977	0.687866211	0.661010742	0.634155273	0.607299805	0.578613281	0.552368164	0.52734375	0.511474609
0.068129207	0.776367188	0.750732422	0.718994141	0.693359375	0.667724609	0.640869141	0.614013672	0.587158203	0.560302734	0.534667969	0.520019531
0.082540419	0.781860352	0.756835938	0.724487305	0.699462891	0.674438477	0.648193359	0.621337891	0.594482422	0.567626953	0.543212891	0.527954102
0.1	0.787963867	0.762939453	0.73059082	0.706176758	0.681152344	0.655517578	0.629272461	0.602416992	0.576171875	0.551757813	0.536499023
